Gender,First Name,Last Name,City,State,Country,Age,Annual Vacation Days,Average Monthly Spend on Entertainment,Number of Online Purchases in Last Month,Number of Charity Donations in Last Year,Average Weekly Exercise Hours,Investment Portfolio Value,Health Consciousness Rating,Education Level,Average Daily Screen Time,Environmental Awareness Rating,Social Media Influence Score,Risk Tolerance in Investments,Number of Professional Trainings Attended,Tech-Savviness Score,Financial Wellness Index,Lifestyle Balance Score,Entertainment Engagement Factor,Social Responsibility Index,Work-Life Balance Indicator,Investment Risk Appetite,Eco-Consciousness Metric,Stress Management Score,Time Management Skill,Lifestyle Choice
female,Danielle,Reynolds,Truro,County Antrim,United Kingdom,35,5.0741,9.1884,138.7091,0.0,0.0902,133.5494,0.7477,2.0459,4.9752,0.5649,3.3621,4.6623,2.9837,13.1927,128.7116,2.6771,1.8459,0.0067,0.0,4.2887,0.0226,2.4036,20.1927,Urban Professional
female,Amy,Ford,Chichester,Cornwall,United Kingdom,26,25.0157,1.1344,193.6993,0.2797,0.2698,0.0,0.9578,6.068,7.9082,0.5412,5.4521,3.5752,3.2919,15.7928,98.3543,29.4794,1.6626,0.2592,0.0,2.5617,0.1705,3.1179,37.1248,Fitness Enthusiast
female,Sofia,White,Napier,Taranaki,New Zealand,48,24.2377,6.9319,222.3322,0.3715,0.097,7.5471,1.8064,4.9826,4.3989,0.6218,3.3798,5.8041,0.9299,16.5942,101.8809,28.0209,1.4156,0.0,0.002,8.2775,0.0153,2.9906,1.4147,Health-Conscious
female,Glenda,Mcdonalid,Great Falls,Missouri,United States,24,8.9619,10.9056,155.8043,0.0,0.0363,12.1332,0.7616,5.8905,0.7635,5.2711,3.8863,4.1606,2.853,20.3665,98.9993,2.719,1.9228,0.0927,0.001,1.344,0.0161,2.703,14.5516,Digital Nomad
female,Aubree,Addy,Sutton,Prince Edward Island,Canada,28,20.922,39.4716,134.0705,0.0,0.0,11.2595,0.6216,1.824,2.9142,2.3149,7.0615,3.8865,2.7839,20.4585,97.1503,20.8111,1.9051,0.1015,0.0,3.1147,0.0318,3.4325,18.587,Tech-Savvy
female,Saisha,Gugale,Madanapalle,Meghalaya,India,29,1.548,60.3052,135.4565,0.0,0.0676,9.2,0.6893,6.4099,3.2858,0.502,5.7392,6.9262,1.8962,15.5931,96.2371,1.9125,1.9539,0.0,0.0866,3.4495,0.0046,2.8196,8.9965,Social Media Influencer
female,Yvonne,Lucas,Pittsburgh,Mississippi,United States,22,13.007,50.4193,113.6102,0.0,1.236,5.1928,0.6934,10.6976,3.3188,2.1542,5.2791,4.3542,3.6592,12.7907,107.0597,10.1531,2.2709,0.0,0.0153,4.5339,0.0,3.9322,35.7991,Travel Enthusiast
female,Kate,Li,New Plymouth,Bay of Plenty,New Zealand,27,8.9965,50.7015,114.167,0.6511,0.0388,19.094,0.6885,8.7002,3.1375,0.6912,11.6909,4.6249,4.4291,12.7439,100.97,6.9999,2.597,0.1243,0.6768,4.7727,0.0176,5.2281,72.6288,Travel Enthusiast
female,Rose,Wang,Hastings,Auckland,New Zealand,34,3.8031,9.4327,138.4056,0.0,1.6518,15.231,0.825,8.1292,3.1905,0.8496,1.2616,6.842,2.3738,13.2953,91.5994,0.1353,1.1823,0.0,0.1374,0.3379,0.0,1.0585,9.7762,Budget-Conscious
female,Trupti,Kumar,Tiruppur,Jharkhand,India,24,38.4622,20.8389,140.018,0.3022,0.0285,0.0,2.5597,10.1504,2.8894,0.61,2.138,22.282,3.0319,13.4765,177.6201,38.2269,1.8147,0.0,0.0364,7.0072,0.5739,3.5004,22.9396,Health-Conscious
female,Emma,Reid,Sheffield,North Yorkshire,United Kingdom,29,18.0629,9.0592,125.3738,0.0,0.0263,1.1629,0.7555,4.862,4.7434,0.6679,1.5723,7.7758,2.1688,12.9755,78.2555,16.6395,1.2515,0.0,0.0,6.0237,0.0045,1.4679,9.5901,Investor
female,Melissa,Banks,Carlisle,Leicestershire,United Kingdom,31,16.5656,33.6383,136.1521,2.3337,0.0,0.0,0.7894,5.727,8.2061,1.2644,6.4697,7.0767,1.384,13.7318,47.4162,18.9962,2.4485,0.0,0.0,5.2076,0.1936,6.4405,6.9159,Health-Conscious
female,Daniela,Gallego,Las Palmas de Gran Canaria,Canarias,Spain,49,1.9507,6.2574,114.5497,0.0,1.3184,11.8834,0.5866,10.0241,6.7465,3.0576,3.7801,3.9538,2.8428,13.0026,97.882,0.0,1.824,0.0405,0.4433,4.7396,0.0239,2.3919,25.9087,Adventure Seeker
female,Patricia,Davis,Glasgow,Isle of Wight,United Kingdom,26,18.8729,60.495,188.645,0.0,0.1914,46.8397,0.8645,4.5694,6.5091,0.8177,3.6367,4.2902,0.9454,18.2619,96.2933,20.3183,1.9156,0.0,0.5801,0.0757,0.0,3.3894,5.9895,Social Media Influencer
female,Harshitha,Suvarna,Nagpur,Uttarakhand,India,28,17.1466,8.4661,175.5164,0.0316,0.0,3.6875,0.7518,7.2863,4.2289,0.5917,3.65,9.587,1.2956,14.8831,205.9489,17.1587,1.9322,0.0,0.4085,8.1052,0.0,3.3069,3.378,Budget-Conscious
female,Remedios,Navarro,Cartagena,Castilla la Mancha,Spain,35,41.6604,19.8314,98.6178,0.0312,0.1269,1.8967,2.5235,8.0506,5.793,0.6374,8.9977,6.2414,4.1602,14.2584,104.9307,42.9504,1.671,0.0762,0.0,3.3872,0.1627,2.7582,65.4309,Social Media Influencer
female,Savitha,Sullad,Gorakhpur,Jharkhand,India,26,34.5611,22.0559,101.9136,1.4111,0.0822,30.2311,0.5609,8.1088,3.304,1.7579,5.915,5.2697,3.9645,11.2515,86.4745,36.1582,1.9952,8.4878,0.0516,6.7542,1.2639,3.63,48.1663,Travel Enthusiast
female,Louella,Moore,Gresham,North Dakota,United States,34,38.5018,42.3384,165.9512,0.0,0.0578,13.6002,0.7941,5.524,1.7338,4.7147,4.7329,3.8527,3.1405,21.6479,102.853,39.8292,2.1676,0.0158,0.6528,1.3808,0.0047,4.6772,27.7486,Digital Nomad
female,Sophia,Claire,Cornwall,Yukon,Canada,44,18.5432,23.1691,177.9114,0.1873,0.1922,5.8961,4.308,7.2869,4.9939,0.493,15.92,12.5124,1.3257,15.9073,100.9077,20.835,1.9752,0.2494,0.3306,8.2843,0.0165,3.4044,5.0471,Travel Enthusiast
female,Jenny,Davis,Norwich,Staffordshire,United Kingdom,29,23.4763,11.248,128.893,0.0,4.9385,13.0608,3.7275,8.5121,4.0669,0.6078,4.5226,4.5483,4.3309,12.9151,103.8528,24.732,1.4346,0.0,0.1157,1.2039,0.0244,2.4099,74.3055,Budget-Conscious
female,Julia,Roy,Chipman,Québec,Canada,22,18.4103,80.2526,159.3589,0.0249,0.0,15.3938,0.7367,9.8533,2.7336,0.5417,4.3256,6.0841,0.3997,14.1069,93.2363,20.4222,2.1866,0.0,0.0013,6.2441,0.0184,4.5585,0.0,Urban Professional
female,Allie,Banks,Lincoln,Norfolk,United Kingdom,51,21.7539,16.5273,136.7622,0.7492,0.1087,47.406,0.6493,4.0463,4.8785,0.8513,3.7612,24.4421,0.8589,15.2451,98.842,24.0429,1.4028,0.0,0.4066,6.7707,0.0,2.0028,1.1132,Travel Enthusiast
female,Ariane,Harris,Fountainbleu,Yukon,Canada,30,25.5209,34.5403,162.9981,0.025,0.0,9.7978,0.7743,3.8694,1.2301,1.4088,1.8911,12.8471,5.7883,19.7426,97.117,23.6188,0.9289,0.0003,0.3979,7.253,0.0,0.85,92.3065,Digital Nomad
female,Zara,Walker,Masterton,Otago,New Zealand,19,14.4573,5.9157,127.32,0.063,0.1016,9.5851,0.6466,6.508,6.6341,0.5592,3.5277,5.1305,2.3013,13.1667,84.8716,16.7958,1.9575,0.1,0.2829,6.2253,0.0134,3.4562,11.1957,Urban Professional
female,Cherly,Harper,Stockton,Nevada,United States,30,0.0,8.6385,129.74,1.0179,0.0,0.0,2.909,10.1559,6.6383,0.8211,3.0131,6.8568,4.6314,13.3882,219.6838,0.0,1.7904,0.0,0.0511,6.1468,0.004,2.8482,97.1215,Investor
female,Aaradhya,Kumar,Ongole,Dadra and Nagar Haveli,India,47,26.5017,43.6699,97.6691,2.9034,0.3,107.9968,0.5586,6.2805,7.3283,5.2972,6.5936,15.082,2.9021,11.2349,84.6046,32.9966,2.6374,6.057,0.1126,6.806,1.4852,6.6687,33.338,Adventure Seeker
female,Chloe,Anderson,New Plymouth,Bay of Plenty,New Zealand,36,37.7873,37.2801,168.3155,0.0188,0.0,12.6414,0.7143,11.4328,5.4163,0.6053,4.4055,5.15,2.7794,14.8628,150.0523,40.9332,2.1443,0.0,0.0083,6.4165,0.0152,4.3802,17.7107,Budget-Conscious
female,Emily,Hughes,Napier,West Coast,New Zealand,54,24.4408,20.714,173.3154,0.038,0.1222,8.7913,0.7795,1.5888,1.0064,0.1147,13.1608,19.2829,3.4519,13.5307,35.6366,24.3625,1.9471,0.0,0.4727,7.8562,0.0137,3.4783,20.3992,Investor
female,Kim,White,Fort Collins,New York,United States,31,33.0388,7.7848,175.9204,0.0019,1.2506,13.1862,7.4021,6.3534,5.0753,0.6293,4.5857,3.9272,2.8474,14.8383,152.7483,37.08,1.7671,0.0,0.0192,0.1231,0.0098,3.8501,19.9895,Health-Conscious
female,Isobel,Jones,Dunedin,Wellington,New Zealand,46,7.0106,18.8552,147.4852,0.0118,0.0,10.6828,0.7026,0.0,5.2488,0.4408,6.2396,8.4753,5.2794,17.0853,111.309,7.3161,1.923,0.0,0.8641,7.2365,0.0008,2.6819,101.5875,Social Media Influencer
female,Madison,Park,Killarney,Québec,Canada,34,6.6367,35.3011,99.5501,0.0,0.1533,76.6586,0.53,2.5022,10.5123,1.4839,8.604,12.5839,1.0093,21.4731,102.3332,8.2809,2.4191,0.0,0.0,6.9302,0.0037,4.6005,5.43,Tech-Savvy
female,Miriam,Fuentes,Alcobendas,Andalucía,Spain,24,25.5555,10.0524,148.5786,0.0,4.7418,16.0375,0.8037,10.4466,7.3098,0.6966,10.9765,6.7409,3.9813,14.2738,100.1722,31.7994,1.8495,0.0,0.0178,7.3635,0.0,2.7184,69.3945,Fitness Enthusiast
female,Mallika,Kini,Vijayanagaram,Assam,India,48,42.1182,61.3644,135.4726,0.1355,0.0,6.1054,0.4569,7.1996,6.8285,0.6344,14.8809,13.0199,4.3837,13.8189,92.0253,45.6556,2.624,0.0,0.0911,7.4064,1.3893,6.3087,71.8178,Travel Enthusiast
female,Rosalyn,Phillips,Carlisle,West Midlands,United Kingdom,64,0.4733,8.5716,132.1092,0.7197,0.0692,0.0,0.7371,7.8192,2.5651,1.317,2.0038,11.8616,4.0065,12.6338,40.2534,0.0,1.4011,0.0,0.9944,3.3998,0.0198,1.3176,52.0764,Sustainable Investor
female,José,Nieto,Ferrol,Comunidad Valenciana,Spain,27,3.637,9.3315,100.2788,0.0,0.0689,7.4941,0.856,6.6186,4.167,0.6034,1.9434,14.4173,3.1848,11.4739,205.574,0.0,1.5707,0.0,0.6035,7.0542,0.0064,1.8086,25.1476,Investor
female,Annabelle,Johnson,Blenheim,Bay of Plenty,New Zealand,45,18.1561,12.2115,118.1838,0.0,0.0001,13.39,0.7692,3.3292,1.5574,3.7487,1.7986,5.5857,2.5807,16.4251,98.7157,15.565,1.362,0.0,0.0,6.33,0.0093,1.6518,12.5556,Digital Nomad
female,Nerea,Soto,Logroño,Aragón,Spain,46,31.3789,33.8349,83.1541,0.0,0.0,125.9416,0.4895,11.0518,3.2981,1.8873,3.2486,8.8936,2.2124,14.9694,133.5296,30.9832,1.704,0.0,0.018,0.0,0.0,2.8499,12.7117,Digital Nomad
female,Bella,Singh,Whanganui,Tasman,New Zealand,40,24.1046,21.4852,99.9439,0.0,0.0963,8.0871,0.7372,6.0453,3.1215,0.6419,5.7553,11.5257,3.3898,13.978,98.233,25.9486,1.8281,0.0,0.0098,6.0388,0.0071,3.1943,29.551,Social Media Influencer
female,Likhitha,Taj,Kamarhati,Haryana,India,41,10.2673,46.0862,137.4803,0.0,2.1843,27.2563,0.7307,7.4504,6.9129,1.2196,4.9461,7.6423,3.9747,13.845,97.7003,8.3063,2.3052,0.127,0.0075,0.0,0.0,4.0072,64.0809,Budget-Conscious
female,Katie,Martin,New Plymouth,Waikato,New Zealand,35,37.9756,8.8975,116.7925,0.0,3.7635,33.7527,1.1134,8.0703,4.4282,0.5343,2.2262,7.1304,2.4892,12.6517,113.7567,36.9052,1.7715,0.0,0.0336,5.2521,0.2246,2.9633,12.1561,Adventure Seeker
female,Avery,Macdonald,Winfield,Prince Edward Island,Canada,65,15.4928,8.6153,167.6893,0.0218,0.4715,87.9947,0.7376,9.889,4.6651,2.4494,3.212,10.562,3.8469,14.5865,64.4877,13.8014,1.8528,0.1471,0.6322,7.9258,0.0,2.7097,54.0038,Budget-Conscious
female,Elsie,Lane,Elizabeth,Kentucky,United States,41,10.2754,33.3767,199.0568,0.0788,0.0,90.2992,0.7076,10.3834,4.6777,0.6642,5.3857,8.4983,3.357,17.5232,209.3224,10.3134,1.7066,0.1648,0.0997,4.0869,0.0327,2.0619,30.8668,Travel Enthusiast
female,Rose,Miller,Glenwood,Manitoba,Canada,46,49.5867,67.0882,102.2412,0.086,0.0756,4.9942,0.6037,3.5426,3.9911,1.128,3.6573,18.1511,1.4987,11.6519,191.3086,43.7197,1.9778,0.0,0.0152,6.4894,0.0896,3.7675,4.6612,Sustainable Investor
female,Chloe,Singh,Shelbourne,Manitoba,Canada,37,19.9191,20.7593,134.7215,0.0323,0.0468,43.7475,0.6784,10.6161,5.1647,0.6915,3.8515,6.6118,3.0871,13.3621,112.7277,21.0208,1.9521,0.0,0.0079,6.9419,0.9128,3.4557,25.8574,Budget-Conscious
female,Arundhati,Shenoy,Aligarh,Karnataka,India,62,5.147,41.5699,126.0655,0.0,0.0214,2.5937,0.7825,4.9611,7.7114,0.565,4.0671,7.0414,3.4017,13.4216,1.1412,2.7764,2.044,0.0,0.3039,0.1387,0.0156,3.0388,39.8607,Investor
female,Irene,Pérez,Valencia,Navarra,Spain,27,22.913,42.4951,158.6222,0.0,1.3766,13.2924,0.4838,6.1703,4.3479,2.9443,13.2441,2.4037,2.7216,15.3407,100.6661,26.3868,2.2899,0.0,0.3306,5.5033,0.0,4.4441,17.9216,Eco-Friendly
female,Layla,Elliott,Red Bluff,Pennsylvania,United States,61,16.6757,8.456,41.2276,3.2776,0.0618,0.0,0.7882,6.2788,4.4522,1.5057,3.0134,12.9408,3.7072,8.6023,35.9442,18.4121,1.7892,0.0,0.0427,1.2214,0.0122,3.0199,46.3214,Sustainable Investor
female,Rosa,Wagner,Rochmond,Oregon,United States,24,8.726,19.4181,152.0696,0.3938,0.0,17.2396,0.5642,6.1282,1.8561,0.673,10.1297,2.3669,2.8835,14.3436,103.2391,6.7031,2.0901,0.3646,0.0,0.3151,0.5193,3.4308,15.7536,Travel Enthusiast
female,Hannah,Johnson,Blenheim,Manawatu-Wanganui,New Zealand,49,4.9994,36.9983,199.8112,0.0,0.9925,14.2999,0.225,6.938,7.1695,1.465,9.6193,2.8939,2.7147,16.6397,99.3537,4.3823,2.2567,0.0915,0.1594,0.412,0.0042,3.3435,23.4192,Adventure Seeker
female,Mia,Knight,Coventry,Rutland,United Kingdom,30,35.5947,8.5863,109.3833,0.005,1.0997,0.0,1.5133,2.5478,3.4811,0.5649,1.8985,24.0107,2.7125,11.9136,141.7738,35.8912,0.8594,0.0,0.0278,6.5217,0.0,1.0337,16.1132,Adventure Seeker
female,Asmee,Belligatti,Gangtok,Karnataka,India,45,38.1313,12.0187,151.165,0.0,0.024,10.0556,0.7415,6.1872,6.5802,0.4803,9.289,3.5552,3.4273,29.6513,99.95,46.207,1.5332,0.0,0.405,1.5917,0.0,2.2013,39.5211,Tech-Savvy
female,Maeva,Pelletier,Delisle,British Columbia,Canada,38,4.0415,7.1149,125.215,2.4801,0.0495,0.0,0.7832,8.8875,4.3914,3.5533,2.1971,14.5566,2.7325,12.9219,30.4946,4.2421,1.3864,0.0769,0.0,6.4427,0.0399,1.4343,16.7739,Sustainable Investor
female,Anitha,Dsouza,Buxar,Chhattisgarh,India,47,3.9085,7.5995,119.6238,0.0,1.6215,8.6891,0.2019,6.2743,5.819,0.8081,7.7745,5.01,3.7324,12.866,98.79,3.1748,1.3297,0.1666,0.4704,6.0122,0.0067,1.7483,48.2356,Adventure Seeker
female,Sarah,Côté,Belmont,British Columbia,Canada,43,28.7311,14.8075,130.0494,0.0,0.0048,9.6332,0.6634,0.1344,2.8275,0.6954,8.6164,2.6393,2.1589,16.0813,99.2474,32.2597,1.8866,0.0795,0.6789,7.2897,0.0,3.5145,9.6249,Social Media Influencer
female,Nerea,Parra,Almería,Castilla y León,Spain,46,3.5392,44.2593,104.4054,0.0,0.2852,109.2069,0.6337,10.4775,6.6933,0.8592,3.3364,11.7104,3.8157,11.7952,217.5168,0.3073,1.903,0.0352,0.0449,7.0669,0.0,2.6493,52.0707,Investor
female,Claudia,Williamson,Portland,Oregon,United States,44,38.9709,7.0217,107.5068,0.1272,0.0,12.8995,0.4919,5.3314,5.9131,0.97,8.2926,6.7771,3.2109,22.0408,91.8508,44.725,1.8465,0.0,0.0698,6.8104,0.826,3.3255,33.7996,Tech-Savvy
female,Lisa,Jones,Frisco,Maine,United States,50,29.7288,45.1871,126.6364,0.0,0.0,7.3606,0.7988,8.6136,3.4708,0.5083,6.6504,7.8342,3.1408,12.729,34.598,30.8038,2.5843,0.0,0.0105,0.3261,0.0173,6.5167,23.1708,Investor
female,Evie,Wood,Wellington,West Coast,New Zealand,56,36.0365,42.7193,139.3232,0.0,0.0273,91.0159,0.7307,10.6888,2.9817,0.618,4.0232,5.1383,3.5868,12.7624,195.0815,34.1816,2.0722,0.0,0.6424,2.5463,0.0128,4.0074,26.7208,Urban Professional
female,Alice,Ward,Lisburn,Derbyshire,United Kingdom,28,17.7496,41.6315,124.3176,0.0537,0.6579,279.0277,0.7725,10.8816,8.428,6.2375,4.6265,5.4477,3.7167,13.3204,98.9517,22.21,2.1117,0.0811,0.9444,5.291,0.0287,4.1086,55.7766,Eco-Friendly
female,Swarna,Uchil,Ajmer,Karnataka,India,22,2.5133,31.6104,145.4284,0.0,0.0102,5.157,0.7651,4.0421,4.4318,0.552,9.8639,0.0,3.3914,16.1572,98.1535,4.159,1.8357,0.1286,0.3866,0.0,0.0045,2.4806,33.8619,Social Media Influencer
female,Elena,Giménez,Zaragoza,Comunidad de Madrid,Spain,30,47.1463,7.6362,112.1851,0.0441,0.6367,4.4691,0.7476,3.0902,3.3621,2.0151,1.2586,6.4506,6.0079,12.013,84.4078,48.0342,1.1085,0.0,0.8598,1.185,0.0054,1.2602,97.3009,Adventure Seeker
female,Isobel,Morris,Rotorua,Bay of Plenty,New Zealand,24,26.4986,41.0914,124.9488,0.0,1.005,2.8835,0.6361,3.8704,3.9893,2.8546,5.1994,15.1157,0.6937,12.6719,97.5653,24.5121,2.2434,0.0,0.0081,7.5211,0.1291,4.9664,2.8049,Adventure Seeker
female,Lillian,Fisher,Leicester,Lancashire,United Kingdom,28,15.2711,44.9384,163.9596,0.0,0.0562,222.2224,0.7075,5.9983,7.5322,0.7364,4.5874,12.6961,1.1222,14.4747,104.6803,15.9587,2.1014,0.0735,0.0,7.9062,0.0054,3.7375,2.5278,Urban Professional
female,Miriam,Gil,Pozuelo de Alarcón,Extremadura,Spain,28,0.0,8.7492,171.3859,0.1603,0.0,319.2584,0.7526,4.7458,4.3712,2.7153,2.9225,4.6688,3.4256,15.0135,98.9053,2.1033,1.6677,0.0783,0.0339,4.4182,0.0059,2.0282,35.3033,Eco-Friendly
female,Mar,Gil,Santander,Región de Murcia,Spain,40,20.3259,15.3548,159.5979,0.0089,0.097,15.171,0.5671,3.1048,7.7327,0.4685,12.8137,9.4174,4.3691,26.8958,98.1887,24.1708,1.6083,0.0,0.8938,7.5527,0.0039,2.4325,92.8268,Tech-Savvy
female,Matilda,Walker,Dunedin,Gisborne,New Zealand,37,25.1027,36.1364,150.5936,0.0,0.0723,21.2753,0.7155,9.6394,3.4701,0.7952,11.8863,6.213,2.9767,14.028,97.0342,22.2535,1.7191,0.0,0.0,7.6249,0.7298,2.6214,19.45,Travel Enthusiast
female,Vicenta,Blanco,Burgos,Cataluña,Spain,37,21.8178,35.2321,147.0192,0.0,0.0,6.6741,0.9564,5.865,5.1468,0.691,7.8862,8.3308,3.6116,16.8645,138.455,23.5255,1.7045,0.0,0.0415,0.6291,1.0808,2.5773,43.8159,Social Media Influencer
female,Susan,Butler,Utica,West Virginia,United States,30,3.8089,7.6036,155.1325,0.1162,0.0,12.7456,1.1292,4.9917,2.4707,0.273,11.5398,4.094,3.5038,25.3901,100.5566,3.3512,1.9665,0.0,0.0522,3.5864,0.0,2.8638,26.1119,Tech-Savvy
female,Shahistha,Anand,Muzaffarnagar,Nagaland,India,64,4.2989,96.9393,128.0048,0.0195,0.1561,4.0685,0.5171,7.4676,4.5296,0.6334,11.0114,8.8936,2.253,13.5069,106.2829,0.335,1.8382,0.0321,0.5867,7.9684,0.0,2.37,15.8281,Travel Enthusiast
female,Charlotte,Simpson,Ely,West Sussex,United Kingdom,37,0.0,13.6337,134.6229,0.0,0.0678,31.7957,0.6614,2.953,8.1215,0.5333,8.6561,4.3096,2.1852,26.9918,97.0022,0.0,1.7329,0.0,0.0137,3.6097,0.0,2.2605,15.3152,Tech-Savvy
female,Mallika,Uchil,Nashik,Manipur,India,20,2.5443,6.0187,69.5766,2.0573,0.0,79.2924,0.9972,5.7761,6.2365,1.4026,2.054,5.4792,2.8366,13.8793,109.5883,3.0372,1.3499,0.0,0.0967,4.2878,0.0,1.4099,22.9451,Digital Nomad
female,Juliette,Miller,Glenwood,Northwest Territories,Canada,25,23.6763,36.1158,124.5922,0.0,0.0381,29.6542,0.7033,2.8782,3.6151,0.4789,3.8598,5.5507,4.9272,12.4726,31.4544,23.1939,2.0117,0.0727,0.0,3.2443,0.0234,3.7789,93.0881,Urban Professional
female,Teresa,Stewart,Ripon,Strathclyde,United Kingdom,38,33.5913,33.0208,111.2831,0.0,2.4514,5.1287,0.6798,2.1111,4.8137,0.9327,4.2264,5.4542,3.8712,12.3783,99.861,33.7499,2.0538,0.0,0.0193,4.5966,0.1789,3.9046,55.9859,Adventure Seeker
female,Megan,Castillo,Coventry,County Armagh,United Kingdom,46,19.7935,3.9536,128.2418,0.1284,1.2614,17.2369,0.2593,8.3679,5.7897,2.7599,12.7886,2.0008,3.1973,14.7595,74.7994,23.2456,1.5912,0.5018,0.9802,3.9744,0.0,2.6017,32.5224,Adventure Seeker
female,Jesús,Calvo,Castellón de la Plana,Cataluña,Spain,39,33.8328,49.7453,97.5191,0.0,0.4403,102.7731,0.7503,1.5929,3.4876,0.7489,3.9715,6.8799,2.3952,11.0478,66.93,30.5269,2.0327,0.0637,0.09,2.138,0.0,4.0299,8.6448,Urban Professional
female,Sarah,Morris,Dunedin,Marlborough,New Zealand,32,16.0229,8.7354,206.934,0.2936,0.0221,0.0,0.6956,11.1055,8.1519,0.886,4.1049,9.853,1.5616,16.6687,87.9423,17.8724,1.7834,0.0152,1.0493,1.3637,0.0,2.7999,10.1159,Sustainable Investor
female,Marta,Iglesias,Ferrol,Ceuta,Spain,25,38.005,61.457,120.7547,0.0266,0.9789,16.8379,0.4107,6.863,8.1565,0.7545,10.5392,3.8962,3.7356,13.916,99.4039,42.561,2.2265,0.0,0.0287,3.6138,1.0377,4.1141,52.6442,Travel Enthusiast
female,Harper,Scott,Summerside,Newfoundland and Labrador,Canada,47,12.8194,12.8006,141.4306,0.0,0.3212,0.0,0.5637,1.9098,6.2065,0.4172,9.215,6.4979,2.7051,14.0214,45.829,13.0544,1.9421,0.0,0.0,5.6003,0.0449,2.8594,19.288,Investor
female,Sara,Suarez,Torrejón de Ardoz,Galicia,Spain,28,5.5683,40.145,141.9341,0.3546,0.0,118.9562,0.5245,9.7345,4.4722,0.7199,4.3697,8.4604,0.692,15.4262,122.3153,4.2096,1.5377,0.1848,0.7597,3.4937,0.0,1.6809,5.4427,Travel Enthusiast
female,Lucy,Roberts,Napier,Otago,New Zealand,40,42.382,8.5537,177.9401,0.0886,0.0,27.6794,0.7112,7.9862,2.6879,0.737,3.4133,4.4493,5.3759,14.5129,102.7263,42.8992,1.8502,0.0,0.0403,1.8398,0.9128,3.2493,89.2269,Budget-Conscious
female,Pilar,Cabrera,Parla,Aragón,Spain,38,22.3472,80.1607,104.7752,0.0,0.0,8.672,0.9705,2.69,1.1425,0.4244,3.0713,12.9965,2.3465,11.2907,120.0466,21.3062,1.8635,0.0905,0.0717,6.7096,0.0,3.3071,9.4369,Health-Conscious
female,Noelia,Blanco,La Coruña,Cataluña,Spain,38,5.6832,7.5257,220.1822,0.0473,0.1042,3.1759,0.7427,7.4945,4.8264,0.8731,4.4567,4.8554,3.2629,16.4553,0.0,2.9318,1.9057,0.0966,0.6175,2.2201,0.0187,2.6799,31.4629,Investor
female,Alison,Meyer,Wakefield,Dorset,United Kingdom,20,3.7524,38.5758,127.7244,0.0,0.0,6.552,0.8309,4.6466,4.3658,0.6004,16.1022,4.0892,3.6426,13.3652,100.7009,0.0,1.9212,0.0,0.0,1.8705,0.0172,2.6708,43.1445,Travel Enthusiast
female,Annabelle,Morris,Whangarei,Waikato,New Zealand,63,21.2525,6.3436,116.6494,0.0438,0.2023,4.9629,0.8182,10.6239,5.6962,0.6687,2.5555,4.9321,3.9635,12.5267,209.8863,23.0767,1.6326,0.0,0.008,2.7216,0.623,2.3395,51.3764,Urban Professional
female,Anna,Wright,Napier,Taranaki,New Zealand,54,23.8795,37.4725,188.3928,0.0,0.0062,9.8384,0.7702,7.5298,4.6994,0.5334,6.3184,8.253,3.4245,17.411,107.3694,24.0473,1.3089,0.0693,0.0,2.8763,0.0197,1.6073,32.9645,Social Media Influencer
female,Jeanne,Barnaby,Minto,Yukon,Canada,29,8.9462,13.4075,138.6906,0.789,0.3887,12.8395,1.196,7.204,5.315,0.7892,8.0216,4.6748,4.6146,13.4207,86.8952,9.069,1.9017,3.7746,0.0199,0.0,1.4917,3.1074,74.276,Fitness Enthusiast
female,Elena,Suarez,Castellón de la Plana,País Vasco,Spain,44,10.7448,10.1354,170.85,0.0467,0.3826,26.529,0.7784,3.5083,5.0967,1.4948,1.8872,9.9404,4.813,14.3457,219.8892,9.6984,1.3285,0.0,0.0,2.3297,0.0228,1.4276,94.798,Sustainable Investor
female,Deekshitha,Naik,Eluru,Gujarat,India,45,30.475,7.1338,171.4755,0.0386,0.0635,12.7043,0.7681,4.2048,5.8218,0.6937,3.4024,5.785,4.601,14.5623,339.488,32.5068,1.8694,0.0,0.0,2.3692,0.0013,3.4053,92.0058,Investor
female,Adyasa,Babu,Tezpur,Bihar,India,54,30.8349,35.9112,204.522,0.1583,0.0,0.0,2.797,4.0071,1.3787,0.0772,18.7238,18.4577,4.3258,17.6461,109.0994,31.1868,1.3001,0.0726,0.4616,8.1921,0.0533,1.8704,58.6897,Social Media Influencer
female,Deborah,Boyd,Chester,West Glamorgan,United Kingdom,57,19.677,4.6078,58.3742,0.5276,0.0682,26.4595,0.8282,2.7681,4.5957,3.5712,2.4787,5.0025,1.8778,15.7506,89.4388,20.8462,1.6851,0.1571,0.4713,0.9774,0.0,2.6408,9.9778,Digital Nomad
female,Laura,Bravo,Castellón de la Plana,Comunidad de Madrid,Spain,21,1.1533,27.2782,159.0655,0.0583,0.0,11.1741,0.9052,6.5931,5.7174,0.4595,6.5936,10.4883,0.9959,17.6925,129.6023,0.6491,1.732,0.0805,0.2969,0.9423,0.0,2.2115,4.159,Social Media Influencer
